Estado,Organización A,Organización B,2022,2023,2024,2025,Relación
,Los Cazadores,Cártel de Caborca,1,,,,Conflicto
,Los Cebús,Banda del Dober,1,,,,Conflicto
,Los Cebús,Los Pelones,1,,,,Conflicto
Chihuahua,Los Cheyenes,Los Reyes (de Chihuahua),,,,1,Conflicto
Sinaloa,Los Chimales,Cártel de Sinaloa (Los Zambada),,,1,,Conflicto
Veracruz,Los Chivos,Cártel de Sinaloa (Los Zambada),,,,1,Conflicto
Morelos,Los Chuchas,La Familia Vara Dávila,,2,,,Conflicto
Morelos,Los Chuchas,Los Netos,,2,,,Conflicto
Morelos,Los Chuchas,Los Panales,,2,,,Conflicto
Coahuila,Los Chuckys,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Coahuila,Los Chuckys,Cártel Jalisco Nueva Generación,,,,1,Conflicto
Nuevo León,Los Chuckys,Cártel de Sinaloa,,,1,,Conflicto
Nuevo León,Los Chuckys,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Nuevo León,Los Chuckys,Cártel Jalisco Nueva Generación,,,1,1,Conflicto
Tamaulipas,Los Chuckys,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Tamaulipas,Los Chuckys,Cártel Jalisco Nueva Generación,,,,1,Conflicto
Tamaulipas,Los Ciclones,Las Panteras,,,,3,Conflicto
Tamaulipas,Los Ciclones,Los Metros,,,3,3,Conflicto
Tamaulipas,Los Ciclones,Rojos (Tamaulipas),,,,3,Conflicto
,Los Cinco del Pueblo,Cárteles Unidos,1,,,,Conflicto
,Los Colombianos,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los Colombianos,Guerreros Unidos,1,,,,Conflicto
Morelos,Los Colombianos,Cárteles Unidos,,1,,,Conflicto
Morelos,Los Colombianos,La Nueva Empresa,,1,,,Conflicto
,Los Compich,Banda del Cuervo,1,,,,Conflicto
,Los Compich,Los Pelones,1,,,,Conflicto
Quintana Roo,Los Compich,Los Osos,,3,,,Conflicto
,Los Coroneles,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los Correa,Grupo X,1,,,,Conflicto
Michoacán,Los Correa,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Michoacán,Los Correa,La Nueva Familia Michoacana,,,1,,Conflicto
Nuevo León,Los Costales,Cártel del Noreste,,,2,,Conflicto
,Los Costeños,Cártel de Caborca,1,,,,Conflicto
,Los Cuates,Los Ninis,1,,,,Conflicto
,Los Cuates,Los Salazar,1,,,,Conflicto
Distrito Federal,Los Cuervos,Los Canchola,,,1,,Conflicto
,Los Dámaso,Cártel de Sinaloa (Los Guzmán),1,,,,Conflicto
,Los Dámaso,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los de Siempre,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los de Siempre,Los Rojos,1,,,,Conflicto
Morelos,Los de Siempre,La Nueva Familia Michoacana,,,,5,Conflicto
,Los Deltas,Cártel de Santa Rosa de Lima,1,,,,Conflicto
,Los Deltas,Cártel de Sinaloa,1,,,,Conflicto
,Los Deltas,Cárteles Unidos,1,,,,Conflicto
Michoacán,Los Deltas,Cártel de Tepalcatepec,,,1,,Conflicto
,Los Deltas (Los Guzmán),Cártel de Caborca,1,,,,Conflicto
Sonora,Los Deltas (Los Guzmán),Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
,Los Demonios,Cártel de Caborca,1,,,,Conflicto
,Los Demonios,Los Cazadores,1,,,,Conflicto
Guanajuato,Los Escorpiones,Cártel Jalisco Nueva Generación,,1,,12,Conflicto
Nuevo León,Los Escorpiones,Los Arzate,,1,,,Conflicto
Nuevo León,Los Escorpiones,Los Metros,,1,,,Conflicto
Nuevo León,Los Escorpiones,Los Zetas Vieja Escuela,,1,,,Conflicto
Querétaro,Los Escorpiones,Cártel Jalisco Nueva Generación,,,,5,Conflicto
Tamaulipas,Los Escorpiones,Grupo Pantera,,,,1,Conflicto
Tamaulipas,Los Escorpiones,Las Panteras,,,,2,Conflicto
Tamaulipas,Los Escorpiones,Rojos (Tamaulipas),,,,2,Conflicto
,Los Escudero,Los Mercenarios,1,,,,Conflicto
Sonora,Los Fantasmas,Mata Salas,,,,1,Conflicto
Distrito Federal,Los Fortis de la Unión Tepito,La Unión Tepito,,1,,,Conflicto
,Los Fortiz,La Unión Tepito,1,,,,Conflicto
Baja California,Los Garibay,Cártel Jalisco Nueva Generación,,7,,,Conflicto
Baja California,Los Garibay,Los Rusos,,1,,,Conflicto
Sonora,Los Gigios,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
,Los Gloria,Cártel de Sinaloa,1,,,,Conflicto
,Los Gloria,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Tabasco,Los Gopes,Cártel Jalisco Nueva Generación,,,,4,Conflicto
Guerrero,Los Granados,Guerrero Nueva Generación,,,2,,Conflicto
,Los Güeros,Los Oaxacos,1,,,,Conflicto
Distrito Federal,Los Güeros,Los Gastones,,3,,,Conflicto
Distrito Federal,Los Güeros,Los Rodolfos,,3,,,Conflicto
Distrito Federal,Los Guerrero 4,La Unión Tepito,,,3,,Conflicto
,Los Guerreros,Cárteles Unidos,1,,,,Conflicto
,Los Guerreros,La Nueva Familia Michoacana,1,,,,Conflicto
,Los H,Cártel de Sinaloa,1,,,,Conflicto
Hidalgo,Los Hades,Cártel de Sinaloa,,,1,,Conflicto
,Los Herederos del Diablo,Banda de El Monterrey,1,,,,Conflicto
Chiapas,Los Herrera,Cártel de Sinaloa,,,,1,Conflicto
,Los Huistas,El Maíz,1,,,,Conflicto
Chiapas,Los Huistas,Cártel Chiapas y Guatemala,,,1,,Conflicto
Chiapas,Los Huistas,Los Motonetos,,,1,,Conflicto
Chiapas,Los Huistas,Mara Salvatrucha,,,1,,Conflicto
,Los Jacobos,Los Sierreños,1,,,,Conflicto
Chihuahua,Los Jaguares,La Línea,,1,,,Conflicto
Chihuahua,Los Jaguares,Nuevo Cártel de Juárez,,1,,,Conflicto
,Los Jaibos,Los Ciclones,1,,,,Conflicto
,Los Jaibos,Los Metros,1,,,,Conflicto
Guerrero,Los Jaliscos,Cártel del Sur,,,1,,Conflicto
Guerrero,Los Jaliscos,La Nueva Familia Michoacana,,,1,,Conflicto
Guerrero,Los Jaliscos,Los Ardillos,,,1,,Conflicto
Guerrero,Los Jaliscos,Los Tlacos,,,,1,Conflicto
,Los Linces,Los Jaguares,1,,,,Conflicto
,Los Linces,Los Paredes,1,,,,Conflicto
Chihuahua,Los Linces,Cártel de Sinaloa,,,,1,Conflicto
,Los Linos,Los Colombianos,1,,,,Conflicto
Distrito Federal,Los Maceros,Cártel de Tláhuac,,,4,,Conflicto
Distrito Federal,Los Maceros,Los Gastones,,,4,,Conflicto
Distrito Federal,Los Maceros,Los Rodolfos,,,4,,Conflicto
,Los Maestrín,Los Canchola,1,,,,Conflicto
,Los Maldonado,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Sinaloa,Los Mazatlecos,Cártel de Sinaloa (Los Guzmán),,,,5,Conflicto
Sinaloa,Los Mazatlecos,Grupo del Guano,,,,1,Conflicto
,Los Mazos,La Nueva Familia Michoacana,1,,,,Conflicto
,Los Memos,La Unión Tepito,1,,,,Conflicto
Durango,Los Memos (de Sonora y Durango),Cártel de Sinaloa,,,,1,Conflicto
Sonora,Los Memos (de Sonora y Durango),Cártel de Sinaloa,,,,1,Conflicto
Sonora,Los Memos (de Sonora y Durango),Cártel de Sinaloa (Los Zambada),,,,1,Conflicto
,Los Mercenarios,Cártel de Ensenada,1,,,,Conflicto
Coahuila,Los Metros,Cártel del Noreste,,1,,,Conflicto
Nuevo León,Los Metros,Cártel de Sinaloa,,1,,,Conflicto
Nuevo León,Los Metros,Cártel del Noreste,,2,,,Conflicto
Nuevo León,Los Metros,Cártel Jalisco Nueva Generación,,1,,,Conflicto
Nuevo León,Los Metros,Los Arzate,,1,,,Conflicto
Nuevo León,Los Metros,Los Escorpiones,,1,,,Conflicto
Nuevo León,Los Metros,Los Rodos NCI,,1,,,Conflicto
Nuevo León,Los Metros,Los Zetas Vieja Escuela,,1,,,Conflicto
Tamaulipas,Los Metros,Cártel de Sinaloa (Los Zambada),,,,1,Conflicto
Tamaulipas,Los Metros,Cártel del Noreste,,,,7,Conflicto
Tamaulipas,Los Metros,Las Panteras,,,,1,Conflicto
Tamaulipas,Los Metros,Los Ciclones,,,6,2,Conflicto
Tamaulipas,Los Metros,Los Escorpiones,,9,10,3,Conflicto
Tamaulipas,Los Metros,Rojos (Tamaulipas),,,,1,Conflicto
Chihuahua,Los Mexicanos,Gente Nueva,,1,,,Conflicto
,Los Mexicles,Fuerzas Especiales Mexicles,1,,,,Conflicto
Chihuahua,Los Mexicles,Los Artistas Asesinos,,,1,10,Conflicto
Chihuahua,Los Mexicles,Los Nuevos Aztecas,,,1,,Conflicto
Colima,Los Mezcales,Cártel Jalisco Nueva Generación,,1,,,Conflicto
,Los Molina,Los Rodolfos,1,,,,Conflicto
,Los Motonetos,Cártel de San Juan Chamula,1,,,,Conflicto
Chiapas,Los Motonetos,Cártel Chiapas y Guatemala,,,1,,Conflicto
Chiapas,Los Motonetos,Cártel de Sinaloa,,,1,,Conflicto
Chiapas,Los Motonetos,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Chiapas,Los Motonetos,Los Huistas,,,1,,Conflicto
Chiapas,Los Motonetos,Mara Salvatrucha,,,1,,Conflicto
Morelos,Los Netos,La Familia Vara Dávila,,1,,,Conflicto
Morelos,Los Netos,Los Chuchas,,1,,,Conflicto
Morelos,Los Netos,Los Panales,,1,,,Conflicto
,Los Nieblas Ramírez,Los Páez,1,,,,Conflicto
,Los Nieblas Ramírez,Los Salazar,1,,,,Conflicto
Baja California,Los Ninis,Los Rusos,,1,,,Conflicto
Sinaloa,Los Ninis,Cártel de Sinaloa (Los Zambada),,,,1,Conflicto
Chihuahua,Los Nuevos Aztecas,La Empresa,,,1,,Conflicto
Chihuahua,Los Nuevos Aztecas,Los Artistas Asesinos,,,1,1,Conflicto
Chihuahua,Los Nuevos Aztecas,Los Cabrera,,,,1,Conflicto
Chihuahua,Los Nuevos Aztecas,Los Mexicles,,,1,,Conflicto
,Los Oaxacos,Los Güeros,1,,,,Conflicto
Quintana Roo,Los Osos,Los Compich,,3,,,Conflicto
,Los Padrinos,Los Epitacio,1,,,,Conflicto
,Los Páez,Los Cazadores,1,,,,Conflicto
,Los Páez,Los Costeños,1,,,,Conflicto
,Los Páez,Los Deltas (Los Guzmán),1,,,,Conflicto
,Los Páez,Los Salazar,1,,,,Conflicto
Morelos,Los Panales,La Familia Vara Dávila,,1,,,Conflicto
Morelos,Los Panales,Los Chuchas,,1,,,Conflicto
Morelos,Los Panales,Los Netos,,1,,,Conflicto
Sonora,Los Paredes,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Baja California,Los Pelones,Los Rusos,,,1,,Conflicto
Quintana Roo,Los Pelones,Cártel Jalisco Nueva Generación,,2,,,Conflicto
Sonora,Los Pelones,Los Rusos,,,1,1,Conflicto
Sonora,Los Pelones,Los Salazar,,,,1,Conflicto
,Los Peluches,La Nueva Alianza,1,,,,Conflicto
,Los Peques,Cártel del Sur,1,,,,Conflicto
,Los Peques,La Bandera,1,,,,Conflicto
Baja California,Los Pía,Cártel Jalisco Nueva Generación,,7,,,Conflicto
,Los Pilotos,Cártel de Sinaloa,1,,,,Conflicto
,Los Pilotos,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los Piña,Cártel de Oaxaca,1,,,,Conflicto
,Los Piña,Cártel de Sinaloa,1,,,,Conflicto
,Los Piña,Fuerzas Especiales Grupo Sombra,1,,,,Conflicto
,Los Pulido,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Baja California,Los R4,Cártel Jalisco Nueva Generación,,1,,,Conflicto
,Los Ratones,Cártel de San Juan Chamula,1,,,,Conflicto
,Los Reyes,Los Salazar,1,,,,Conflicto
Distrito Federal,Los Rodolfos,La Unión Tepito,,,3,,Conflicto
México,Los Rodolfos,Los Molina,,4,,,Conflicto
Nuevo León,Los Rodos,Cártel del Noreste,,5,,,Conflicto
Nuevo León,Los Rodos NCI,Cártel del Noreste,,1,,,Conflicto
Nuevo León,Los Rodos NCI,Los Metros,,1,,,Conflicto
Guerrero,Los Rodríguez,Los Granados,,,4,,Conflicto
,Los Rojos,Los Metros,1,,,,Conflicto
Morelos,Los Rojos,Cártel Jalisco Nueva Generación,,1,,,Conflicto
Morelos,Los Rojos,Guerreros Unidos,,2,,,Conflicto
,Los RR,Cártel de Santa Rosa de Lima,1,,,,Conflicto
,Los RR,Cártel de Sinaloa,1,,,,Conflicto
,Los RR,Cárteles Unidos,1,,,,Conflicto
Sinaloa,Los Rugrats,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Baja California,Los Rusos,Cártel de Sinaloa (Los Guzmán),,5,2,5,Conflicto
Baja California,Los Rusos,Cártel del Mar,,,,1,Conflicto
Baja California,Los Rusos,Los Pelones,,,1,,Conflicto
Guerrero,Los Rusos,Cártel Independiente de Acapulco,,,2,1,Conflicto
Guerrero,Los Rusos,Los Ardillos,,,,1,Conflicto
Guerrero,Los Rusos,Mata Salas,,,,1,Conflicto
Sinaloa,Los Rusos,Los Ninis,,1,,,Conflicto
Sonora,Los Rusos,Cártel de Caborca,,,1,,Conflicto
Sonora,Los Rusos,Cártel de Sinaloa (Los Guzmán),,,1,3,Conflicto
Sonora,Los Rusos,Los Pelones,,,1,,Conflicto
,Los Rusos (de Guerrero),Cártel Independiente de Acapulco,1,,,,Conflicto
,Los Rusos (de Guerrero),Los Ardillos,1,,,,Conflicto
,Los Salazar,Los Salgueiro,1,,,,Conflicto
Baja California,Los Salazar,Los Rusos,,7,,,Conflicto
Chihuahua,Los Salazar,La Línea,,,,1,Conflicto
Sonora,Los Salazar,Los Deltas,,,,1,Conflicto
Sonora,Los Salazar,Los Pelones,,,,1,Conflicto
Sonora,Los Salazar,Los Rusos,,,,1,Conflicto
Sonora,Los Salazar,Mata Salas,,,,4,Conflicto
,Los Salgueiro,Los Salazar,1,,,,Conflicto
Chihuahua,Los Salgueiro,Nuevo Cártel de Juárez,,1,,,Conflicto
,Los Scorpion,Los Mazatlecos,1,,,,Conflicto
,Los Sierreños,Los Jacobos,1,,,,Conflicto
,Los Sinaloas,Fuerza Anti-Unión Tepito,1,,,,Conflicto
Guanajuato,Los Talibanes,Cártel Jalisco Nueva Generación,,,,1,Conflicto
Sinaloa,Los Tamales,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
,Los Tena,Los Pulido,1,,,,Conflicto
Michoacán,Los Tena,Cártel Jalisco Nueva Generación,,,,1,Conflicto
,Los Tercios,Cártel de Sinaloa,1,,,,Conflicto
,Los Tercios,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Los Tercios,Gente Nueva,1,,,,Conflicto
Hidalgo,Los Tinajero,Los Cenobios,,1,,,Conflicto
,Los Tlacos,Gente Nueva,1,,,,Conflicto
,Los Tlacos,La Bandera,1,,,,Conflicto
Guerrero,Los Tlacos,Guerrero Nueva Generación,,,,1,Conflicto
Guerrero,Los Tlacos,La Nueva Familia Michoacana,,,,3,Conflicto
Sonora,Los Valenzuela,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
,Los Venados,Cártel de Los Arellano Félix,1,,,,Conflicto
,Los Venados,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Baja California,Los Venados,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Baja California Sur,Los Venados,Cártel de Sinaloa (Los Guzmán),,,,1,Conflicto
Guanajuato,Los Viagra,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Guerrero,Los Viagra,Cártel Jalisco Nueva Generación,,,1,,Conflicto
México,Los Viagra,Cárteles Unidos,,,,1,Conflicto
México,Los Viagra,La Nueva Familia Michoacana,,,,1,Conflicto
Michoacán,Los Viagra,Cártel de Tepalcatepec,,,7,,Conflicto
Michoacán,Los Viagra,Cártel de Zucuirán,,,1,,Conflicto
Michoacán,Los Viagra,Cárteles Unidos,,,1,1,Conflicto
Michoacán,Los Viagra,La Nueva Familia Michoacana,,,,1,Conflicto
Michoacán,Los Viagra,Los Caballeros Templarios,,7,6,,Conflicto
,Los Viejos Aztecas,Los Artistas Asesinos,1,,,,Conflicto
,Los Viejos Aztecas,Los Mexicles,1,,,,Conflicto
Chihuahua,Los Viejos Aztecas,Cártel de Sinaloa,,1,,,Conflicto
,Los Villegas,Banda de El Loco Téllez,1,,,,Conflicto
,Los Zamarripa,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Chiapas,Los Zetas Vieja Escuela,Cártel de Los Beltrán Leyva,,,4,,Conflicto
Chiapas,Los Zetas Vieja Escuela,Cártel de San Juan Chamula,,,4,,Conflicto
Chiapas,Los Zetas Vieja Escuela,Cártel de Sinaloa,,,4,,Conflicto
Chiapas,Los Zetas Vieja Escuela,Cártel Jalisco Nueva Generación,,,4,,Conflicto
Chiapas,Los Zetas Vieja Escuela,Mara Salvatrucha,,,4,,Conflicto
Coahuila,Los Zetas Vieja Escuela,Cártel del Golfo,,,1,,Conflicto
Colima,Los Zetas Vieja Escuela,Cártel de Sinaloa,,1,2,,Conflicto
Colima,Los Zetas Vieja Escuela,Cártel Jalisco Nueva Generación,,1,2,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Cártel de los Alemanes,,1,,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Cártel del Noreste,,1,,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Cártel Jalisco Nueva Generación,,1,,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Los Arzate,,1,,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Los Escorpiones,,1,,,Conflicto
Nuevo León,Los Zetas Vieja Escuela,Los Metros,,1,,,Conflicto
Oaxaca,Los Zetas Vieja Escuela,Cártel del Noreste,,1,,,Conflicto
Oaxaca,Los Zetas Vieja Escuela,Cártel Independiente de Acapulco,,1,,,Conflicto
Tabasco,Los Zetas Vieja Escuela,Cártel Jalisco Nueva Generación,,1,,,Conflicto
Tamaulipas,Los Zetas Vieja Escuela,Cártel de Sinaloa,,,1,,Conflicto
Tamaulipas,Los Zetas Vieja Escuela,Cártel del Golfo,,,1,,Conflicto
Tamaulipas,Los Zetas Vieja Escuela,Cártel del Noreste,,,1,,Conflicto
Tamaulipas,Los Zetas Vieja Escuela,Cártel Jalisco Nueva Generación,,,1,,Conflicto
,Los Zorros,Cártel de Sinaloa (Los Guzmán),1,,,,Conflicto
,Los Zorros,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Baja California,Los Zorros,Cártel de Los Arellano Félix,,1,,,Conflicto
,Los Zuki,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Maceros,Banda del Caracol,1,,,,Conflicto
Distrito Federal,Machete de la Chapiza,Cártel de Sinaloa,,5,,,Conflicto
,El Maíz,Cártel de Sinaloa,1,,,,Conflicto
,El Maíz,Los Huistas,1,,,,Conflicto
Chiapas,Mara Salvatrucha,Cártel Chiapas y Guatemala,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Cártel de Sinaloa,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Los Huistas,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Los Motonetos,,,1,,Conflicto
Sonora,Mata Salas,Los Salazar,,,1,8,Conflicto
Michoacán,Migueladas,Los Caballeros Templarios,,2,,,Conflicto
,NCJ 727,Gente Nueva,1,,,,Conflicto
,NCJ 727,Los Salgueiro,1,,,,Conflicto
Chihuahua,Nuevo Cártel de Juárez,Cártel de Sinaloa,,5,4,,Conflicto
,Nuevo Cártel del Tigre,Los Bournes,1,,,,Conflicto
,Nuevo Cártel del Tigre,Los H,1,,,,Conflicto
Chihuahua,Nuevo Cártel del Tigre,Cártel de Sinaloa (Los Guzmán),,,,10,Conflicto
Chihuahua,Nuevo Cártel del Tigre,La Línea,,,,1,Conflicto
,Organización criminal de la familia Meza Flores,Cártel de Sinaloa,1,,,,Conflicto
,Organización de Don Pilo,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Organización del Compa Playa,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Organización del Compa Playa,Los Piña,1,,,,Conflicto
Michoacán,Pájaro Sierra,Cártel Jalisco Nueva Generación,,,1,,Conflicto
,Policía Comunal de Aquila,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Por un Michoacán Libre,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,PPM,Fuerzas Especiales Mexicles,1,,,,Conflicto
,Pueblos Unidos Contra la Delincuencia,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Pueblos Unidos Contra la Delincuencia,Los Piña,1,,,,Conflicto
Tamaulipas,Rojos (Tamaulipas),Las Panteras,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Ciclones,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Escorpiones,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Metros,,3,,3,Conflicto
,Sangre Brava Morelense,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Sangre Brava Morelense,Guerreros Unidos,1,,,,Conflicto
,Sangre Nueva Guerrerense,Guerreros Unidos,1,,,,Conflicto
,Sindicato Libertad,La Unión Tepito,1,,,,Conflicto
,Spetsnaz,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Triple Alianza,Fuerzas Especiales Mexicles,1,,,,Conflicto
Tamaulipas,Tropa del Infierno,Cártel de Sinaloa (Los Zambada),,,1,,Conflicto
Tamaulipas,Tropa del Infierno,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Morelos,Unión Morelense,La Nueva Familia Michoacana,,,,5,Conflicto
,Vieja Guardia,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Baja California,Cártel de Los Arellano Félix,Cártel de Sinaloa (Los Guzmán),,,1,3,Conflicto
Baja California,Cártel de Los Arellano Félix,Cártel Jalisco Nueva Generación,,5,1,3,Conflicto
Baja California,Cártel de Sinaloa (Los Guzmán),Cártel Jalisco Nueva Generación,,,,4,Conflicto
Michoacán,Cártel de Tepalcatepec,Cártel Jalisco Nueva Generación,,,5,2,Conflicto
Michoacán,Cártel de Tepalcatepec,Los Caballeros Templarios,,,3,,Conflicto
Michoacán,Cártel de Tepalcatepec,Los Viagra,,,5,,Conflicto
Baja California,Cártel Jalisco Nueva Generación,Cártel de Los Arellano Félix,,1,1,2,Conflicto
Michoacán,Cárteles Unidos,Los Viagra,,,1,1,Conflicto
Distrito Federal,El Tren de Aragua,La Unión Tepito,,,,7,Conflicto
Tabasco,La Barredora,Cártel Jalisco Nueva Generación,,,7,1,Conflicto
Michoacán,La Nueva Familia Michoacana,Cártel Jalisco Nueva Generación,,2,1,6,Conflicto
Guerrero,Los Ardillos,Los Tlacos,,,,8,Conflicto
Michoacán,Los Caballeros Templarios,Cártel Jalisco Nueva Generación,,6,2,3,Conflicto
Michoacán,Los Caballeros Templarios,Los Viagra,,7,1,1,Conflicto
Tamaulipas,Los Escorpiones,Los Ciclones,,,3,2,Conflicto
Tamaulipas,Los Escorpiones,Los Metros,,12,7,4,Conflicto
Sonora,Los Pelones,Los Deltas,,,,1,Conflicto
Sonora,Los Salazar,Cártel de Sinaloa (Los Guzmán),,,1,3,Conflicto
Distrito Federal,Los Tanzanios,La Unión Tepito,,2,,,Conflicto
Guerrero,Los Tlacos,Guerreros Unidos,,,,3,Conflicto
Guerrero,Los Tlacos,Los Ardillos,,,1,5,Conflicto