Estados Unidos Mexicanos,30 150 667,,,
Seguro,,,8 898 363,29.5
Inseguro,,,21 069 275,69.9
,,,,
Aguascalientes,,,,
Aguascalientes, 557 608,,,
Seguro,,, 285 181,51.1
Inseguro,,, 261 555,46.9
,,,,
Baja California,,,,
Mexicali, 559 457,,,
Seguro,,, 200 936,35.9
Inseguro,,, 358 522,64.1
Tijuana,1 055 457,,,
Seguro,,, 368 154,34.9
Inseguro,,, 674 572,63.9
,,,,
Baja California Sur,,,,
La paz, 199 943,,,
Seguro,,, 75 327,37.7
Inseguro,,, 123 787,61.9
,,,,
Campeche,,,,
San Francisco de Campeche, 175 323,,,
Seguro,,, 98 444,56.1
Inseguro,,, 75 772,43.2
,,,,
Coahuila de Zaragoza,,,,
Saltillo, 549 303,,,
Seguro,,, 274 717,50.0
Inseguro,,, 274 586,50.0
,,,,
Colima,,,,
Colima, 206 713,,,
Seguro,,, 82 739,40.0
Inseguro,,, 123 974,60.0
,,,,
Chiapas,,,,
Tuxtla Gutiérrez, 455 105,,,
Seguro,,, 121 610,26.7
Inseguro,,, 333 496,73.3
,,,,
Chihuahua,,,,
Chihuahua, 606 167,,,
Seguro,,, 227 052,37.5
Inseguro,,, 373 993,61.7
Juárez, 923 891,,,
Seguro,,, 382 733,41.4
Inseguro,,, 541 158,58.6
,,,,
Ciudad de México,,,,
Norte1,1 569 945,,,
Seguro,,, 197 152,12.6
Inseguro,,,1 372 793,87.4
Sur2,1 489 298,,,
Seguro,,, 309 793,20.8
Inseguro,,,1 179 506,79.2
Oriente3,2 041 924,,,
Seguro,,, 269 287,13.2
Inseguro,,,1 746 540,85.5
Poniente4,1 742 986,,,
Seguro,,, 393 513,22.6
Inseguro,,,1 343 630,77.1
,,,,
Durango,,,,
Durango, 368 651,,,
Seguro,,, 177 223,48.1
Inseguro,,, 190 756,51.7
,,,,
Guanajuato,,,,
León de los Aldama, 961 442,,,
Seguro,,, 246 218,25.6
Inseguro,,, 703 983,73.2
,,,,
Guerrero,,,,
Acapulco de Juárez, 506 785,,,
Seguro,,, 62 982,12.4
Inseguro,,, 434 983,85.8
,,,,
Hidalgo,,,,
Pachuca de Soto, 271 083,,,
Seguro,,, 122 509,45.2
Inseguro,,, 145 458,53.7
,,,,
Jalisco,,,,
Guadalajara,2 773 271,,,
Seguro,,, 939 591,33.9
Inseguro,,,1 833 680,66.1
,,,,
Estado de México,,,,
Toluca de Lerdo, 913 208,,,
Seguro,,, 176 188,19.3
Inseguro,,, 737 020,80.7
,,,,
Michoacán de Ocampo,,,,
Morelia, 482 980,,,
Seguro,,, 143 578,29.7
Inseguro,,, 339 402,70.3
,,,,
Morelos,,,,
Cuernavaca, 593 113,,,
Seguro,,, 125 056,21.1
Inseguro,,, 464 142,78.3
,,,,
Nayarit,,,,
Tepic, 290 480,,,
Seguro,,, 203 214,70.0
Inseguro,,, 87 266,30.0
,,,,
Nuevo León,,,,
Monterrey,2 894 642,,,
Seguro,,, 908 050,31.4
Inseguro,,,1 936 386,66.9
,,,,
Oaxaca,,,,
Oaxaca de Juárez, 394 653,,,
Seguro,,, 121 143,30.7
Inseguro,,, 270 677,68.6
,,,,
Puebla,,,,
Heroica Puebla de Zaragoza,1 444 578,,,
Seguro,,, 435 573,30.2
Inseguro,,,1 009 006,69.8
,,,,
Querétaro,,,,
Querétaro, 634 463,,,
Seguro,,, 273 409,43.1
Inseguro,,, 361 054,56.9
,,,,
Quintana Roo,,,,
Cancún, 524 436,,,
Seguro,,, 171 115,32.6
Inseguro,,, 348 266,66.4
,,,,
San Luis Potosí,,,,
San Luis Potosí, 705 924,,,
Seguro,,, 204 207,28.9
Inseguro,,, 500 475,70.9
,,,,
Sinaloa,,,,
Culiacán Rosales, 519 852,,,
Seguro,,, 219 754,42.3
Inseguro,,, 292 797,56.3
,,,,
Sonora,,,,
Hermosillo, 534 350,,,
Seguro,,, 161 716,30.3
Inseguro,,, 372 634,69.7
,,,,
Tabasco,,,,
Villahermosa, 300 382,,,
Seguro,,, 29 238,9.7
Inseguro,,, 269 523,89.7
,,,,
Tamaulipas,,,,
Tampico, 579 000,,,
Seguro,,, 120 425,20.8
Inseguro,,, 458 574,79.2
Reynosa, 419 964,,,
Seguro,,, 47 581,11.3
Inseguro,,, 358 211,85.3
,,,,
Tlaxcala,,,,
Tlaxcala de Xicohténcatl, 479 143,,,
Seguro,,, 195 820,40.9
Inseguro,,, 277 577,57.9
,,,,
Veracruz de Ignacio de la Llave,,,,
Veracruz, 504 898,,,
Seguro,,, 87 788,17.4
Inseguro,,, 412 623,81.7
,,,,
Yucatán,,,,
Mérida, 743 817,,,
Seguro,,, 412 535,55.5
Inseguro,,, 331 281,44.5
,,,,
Zacatecas,,,,
Zacatecas, 176 430,,,
Seguro,,, 26 810,15.2
Inseguro,,, 149 619,84.8